id,signature,abi,type,namespace,name,created_at
0x1e7ff8f6,getTotalStake(address),"{""name"":""getTotalStake"",""type"":""function"",""inputs"":[{""name"":""staker"",""type"":""address"",""internalType"":""address""}],""outputs"":[{""name"":"""",""type"":""uint256"",""internalType"":""uint256""}],""payable"":false,""constant"":true,""stateMutability"":""view""}",function_call,zeroex,Staking,2023-07-21 11:23:51.850 UTC
0x1f32c1b084e2de0713b8fb16bd46bb9df710a3dbeae2f3ca93af46e016dcc6b0,"AuthorizedAddressRemoved(address,address)","{""name"":""AuthorizedAddressRemoved"",""type"":""event"",""inputs"":[{""name"":""target"",""type"":""address"",""indexed"":true,""internalType"":""address""},{""name"":""caller"",""type"":""address"",""indexed"":true,""internalType"":""address""}],""anonymous"":false}",event,zeroex,ERC20BridgeProxy,2023-07-21 11:23:51.850 UTC
0xe30c3978,pendingOwner(),"{""name"":""pendingOwner"",""type"":""function"",""inputs"":[],""outputs"":[{""name"":"""",""type"":""address"",""internalType"":""address""}],""stateMutability"":""view""}",function_call,circle,TokenMinter,2023-07-21 11:23:51.850 UTC
0xc01f9e37,proposalDeadline(uint256),"{""name"":""proposalDeadline"",""type"":""function"",""inputs"":[{""name"":""proposalId"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":"""",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""view""}",function_call,zeroex,ZeroExTreasuryGovernor,2023-07-21 11:23:51.850 UTC
0xdd62ed3e,"allowance(address,address)","{""name"":""allowance"",""type"":""function"",""inputs"":[{""name"":""owner"",""type"":""address"",""internalType"":""address""},{""name"":""spender"",""type"":""address"",""internalType"":""address""}],""outputs"":[{""name"":"""",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""view""}",function_call,usdc_mk_v1,FiatTokenV2_1,2023-07-21 11:23:51.850 UTC
0xfd5f995b,"batchCancelPairRfqOrdersWithSigner(address,address[],address[],uint256[])","{""name"":""batchCancelPairRfqOrdersWithSigner"",""type"":""function"",""inputs"":[{""name"":""maker"",""type"":""address"",""internalType"":""address""},{""name"":""makerTokens"",""type"":""address[]"",""internalType"":""contract IERC20TokenV06[]""},{""name"":""takerTokens"",""type"":""address[]"",""internalType"":""contract IERC20TokenV06[]""},{""name"":""minValidSalts"",""type"":""uint256[]"",""internalType"":""uint256[]""}],""outputs"":[],""stateMutability"":""nonpayable""}",function_call,zeroex,ExchangeProxy,2023-07-21 11:23:51.850 UTC
0x42f1181e,addAuthorizedAddress(address),"{""name"":""addAuthorizedAddress"",""type"":""function"",""inputs"":[{""name"":""target"",""type"":""address""}],""outputs"":[],""payable"":false,""constant"":false,""stateMutability"":""nonpayable""}",function_call,zeroex,MultiAssetProxy,2023-07-21 11:23:51.850 UTC
0xe94479a9f7e1952cc78f2d6baab678adc1b772d936c6583def489e524cb66692,MinterRemoved(address),"{""name"":""MinterRemoved"",""type"":""event"",""inputs"":[{""name"":""oldMinter"",""type"":""address"",""indexed"":true,""internalType"":""address""}],""anonymous"":false}",event,cadc,FiatTokenV2_1,2023-07-21 11:23:51.850 UTC
0x42f1181e,addAuthorizedAddress(address),"{""name"":""addAuthorizedAddress"",""type"":""function"",""inputs"":[{""name"":""target"",""type"":""address"",""internalType"":""address""}],""outputs"":[],""payable"":false,""constant"":false,""stateMutability"":""nonpayable""}",function_call,zeroex,Staking,2023-07-21 11:23:51.850 UTC
0x2d63f693,proposalSnapshot(uint256),"{""name"":""proposalSnapshot"",""type"":""function"",""inputs"":[{""name"":""proposalId"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":"""",""type"":""uint256"",""internalType"":""uint256""}],""stateMutability"":""view""}",function_call,zeroex,ZeroExProtocolGovernor,2023-07-21 11:23:51.850 UTC
