id,signature,abi,type,namespace,name,created_at
0x18160ddd,totalSupply(),"{""constant"":true,""inputs"":[],""name"":""totalSupply"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}",function_call,compound_v2,CErc20Delegator,2023-07-21 11:23:51.850 UTC
0xfe575a87,isBlacklisted(address),"{""name"":""isBlacklisted"",""type"":""function"",""inputs"":[{""name"":""_account"",""type"":""address"",""internalType"":""address""}],""outputs"":[{""name"":"""",""type"":""bool"",""internalType"":""bool""}],""stateMutability"":""view""}",function_call,cadc,FiatTokenV2_1,2023-07-21 11:23:51.850 UTC
0x2e346762bf4ae4568971c30b51fcebd2138275aafcfe12d872956e9f3e120893,"LogBuy(address,uint256,uint256,uint256,((bool,uint256),(bool,uint128)),((bool,uint256),(bool,uint128)),address)","{""anonymous"":false,""inputs"":[{""indexed"":true,""name"":""accountOwner"",""type"":""address""},{""indexed"":false,""name"":""accountNumber"",""type"":""uint256""},{""indexed"":false,""name"":""takerMarket"",""type"":""uint256""},{""indexed"":false,""name"":""makerMarket"",""type"":""uint256""},{""components"":[{""components"":[{""name"":""sign"",""type"":""bool""},{""name"":""value"",""type"":""uint256""}],""name"":""deltaWei"",""type"":""tuple""},{""components"":[{""name"":""sign"",""type"":""bool""},{""name"":""value"",""type"":""uint128""}],""name"":""newPar"",""type"":""tuple""}],""indexed"":false,""name"":""takerUpdate"",""type"":""tuple""},{""components"":[{""components"":[{""name"":""sign"",""type"":""bool""},{""name"":""value"",""type"":""uint256""}],""name"":""deltaWei"",""type"":""tuple""},{""components"":[{""name"":""sign"",""type"":""bool""},{""name"":""value"",""type"":""uint128""}],""name"":""newPar"",""type"":""tuple""}],""indexed"":false,""name"":""makerUpdate"",""type"":""tuple""},{""indexed"":false,""name"":""exchangeWrapper"",""type"":""address""}],""name"":""LogBuy"",""type"":""event""}",event,dydx,SoloMargin,2023-07-21 11:23:51.850 UTC
0x1a7777bb,getMarketSpreadPremium(uint256),"{""constant"":true,""inputs"":[{""name"":""marketId"",""type"":""uint256""}],""name"":""getMarketSpreadPremium"",""outputs"":[{""components"":[{""name"":""value"",""type"":""uint256""}],""name"":"""",""type"":""tuple""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}",function_call,dydx,SoloMargin,2023-07-21 11:23:51.850 UTC
0x40c10f19,"mint(address,uint256)","{""name"":""mint"",""type"":""function"",""inputs"":[{""name"":""_to"",""type"":""address"",""internalType"":""address""},{""name"":""_amount"",""type"":""uint256"",""internalType"":""uint256""}],""outputs"":[{""name"":"""",""type"":""bool"",""internalType"":""bool""}],""stateMutability"":""nonpayable""}",function_call,circle,USDC,2023-07-21 11:23:51.850 UTC
0x182df0f5,exchangeRateStored(),"{""constant"":true,""inputs"":[],""name"":""exchangeRateStored"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}",function_call,compound_v2,CErc20Delegator,2023-07-21 11:23:51.850 UTC
0x46980fca912ef9bcdbd36877427b6b90e860769f604e89c0e67720cece530d20,"MinterConfigured(address,uint256)","{""name"":""MinterConfigured"",""type"":""event"",""inputs"":[{""name"":""minter"",""type"":""address"",""indexed"":true,""internalType"":""address""},{""name"":""minterAllowedAmount"",""type"":""uint256"",""indexed"":false,""internalType"":""uint256""}],""anonymous"":false}",event,circle,USDC,2023-07-21 11:23:51.850 UTC
0xe475e580d85111348e40d8ca33cfdd74c30fe1655c2d8537a13abc10065ffa5a,RescuerChanged(address),"{""name"":""RescuerChanged"",""type"":""event"",""inputs"":[{""name"":""newRescuer"",""type"":""address"",""indexed"":true,""internalType"":""address""}],""anonymous"":false}",event,usdc_mk_v1,FiatTokenV2_1,2023-07-21 11:23:51.850 UTC
0xedffc32e068c7c95dfd4bdfd5c4d939a084d6b11c4199eac8436ed234d72f926,"NewMarketInterestRateModel(address,address)","{""anonymous"":false,""inputs"":[{""indexed"":false,""internalType"":""contract InterestRateModel"",""name"":""oldInterestRateModel"",""type"":""address""},{""indexed"":false,""internalType"":""contract InterestRateModel"",""name"":""newInterestRateModel"",""type"":""address""}],""name"":""NewMarketInterestRateModel"",""type"":""event""}",event,compound_v2,CErc20Delegator,2023-07-21 11:23:51.850 UTC
0xc37f68e2,getAccountSnapshot(address),"{""constant"":true,""inputs"":[{""internalType"":""address"",""name"":""account"",""type"":""address""}],""name"":""getAccountSnapshot"",""outputs"":[{""internalType"":""uint256"",""name"":"""",""type"":""uint256""},{""internalType"":""uint256"",""name"":"""",""type"":""uint256""},{""internalType"":""uint256"",""name"":"""",""type"":""uint256""},{""internalType"":""uint256"",""name"":"""",""type"":""uint256""}],""payable"":false,""stateMutability"":""view"",""type"":""function""}",function_call,compound_v2,CErc20Delegator,2023-07-21 11:23:51.850 UTC
